gene_id	pvalue	padj	log2FoldChange	baseMean	rank	rank_frac	neglog10_pvalue	distance_to_line	selected_by_bend
ENSMUSG00000026628	0.0	0.0	5.68928163041582	14650.8125638744	1	0.0	300.0	0.0	True
ENSMUSG00000036390	0.0	0.0	3.37873003511734	7407.1258322948	2	4.658746797111577e-05	300.0	4.6587209154064395e-05	True
ENSMUSG00000051379	0.0	0.0	3.43244005995117	5691.6137247449	3	9.317493594223154e-05	300.0	9.317441830793931e-05	True
ENSMUSG00000063632	4.17359401e-315	2.2397592254297e-311	3.0510498914263	2497.65847078636	4	0.0001397624039133473	300.0	0.0001397616274620037	True
ENSMUSG00000052684	5.9250951458973e-310	2.54376184803662e-306	1.6765574895019	12732.0800475042	5	0.00018634987188446308	300.0	0.00018634883661587862	True
ENSMUSG00000073680	2.19469810489912e-284	7.85189825329407e-281	5.08308445413073	829.441405581674	6	0.00023293733985557886	283.65862521136427	0.054238012150636276	True
ENSMUSG00000019647	2.8779591440415303e-284	8.82546728371365e-281	3.30299096878456	4767.59580221023	7	0.0002795248078266946	283.5409153756681	0.05458378889159941	True
ENSMUSG00000001473	4.80337830353625e-225	1.28886648329636e-221	2.33856023248406	1906.16456694685	8	0.0003261122757978104	224.31845320793352	0.25194431770096326	True
ENSMUSG00000031574	3.23698939286615e-197	7.72057936747386e-194	3.89863835175833	608.571398802081	9	0.00037269974376892616	196.48985872371367	0.3446591993483281	True
ENSMUSG00000042816	6.7809403721970696e-195	1.45559666029582e-191	4.10296832037442	871.386730841559	10	0.0004192872117400419	194.16871007454935	0.3523497315345823	True
ENSMUSG00000003752	2.52677829247046e-175	4.93089298419735e-172	1.69126177770772	1040.75557864385	11	0.0004658746797111577	174.59743286278163	0.41754037441950087	True
ENSMUSG00000004951	5.372024330955609e-168	9.6096561906911e-165	1.11299809262231	15797.5889209086	12	0.0005124621476822735	167.26986202899369	0.4419188883083483	True
ENSMUSG00000039328	2.06094106558292e-166	3.40308930106177e-163	1.85943629239013	1574.49890743604	13	0.0005590496156533892	165.68593442707478	0.44715203058749803	True
ENSMUSG00000038059	1.54959696338011e-154	2.3759748868512502e-151	2.86215550132	1749.77928784434	14	0.000605637083624505	153.8097812433399	0.48669240183264034	True
ENSMUSG00000028494	1.1131062140362599e-153	1.59292919936682e-150	1.20499189313317	3835.80421163028	15	0.0006522245515956208	152.9534633927462	0.48950019168065945	True
ENSMUSG00000030898	3.0460454755344797e-153	4.08665076111395e-150	5.49531729321819	448.701168850465	16	0.0006988120195667365	152.51626361720935	0.4909109290009758	True
ENSMUSG00000050164	9.033937508963501e-153	1.0933163937509101e-149	2.3016987637016	465.540162224075	17	0.0007453994875378523	152.04412291793736	0.49243813542326975	True
ENSMUSG00000046223	9.167844539046149e-153	1.0933163937509101e-149	2.75807170550098	1607.30022271194	18	0.0007919869555089681	152.0377327597317	0.49241284862372564	True
ENSMUSG00000030102	1.5103509399759801e-151	1.7063785935539203e-148	1.79319857043231	2295.87096949066	19	0.0008385744234800838	150.82092212980166	0.4964222744272498	True
ENSMUSG00000022044	3.1703503534212e-150	3.4027370343269797e-147	2.05615651012554	2658.90010350879	20	0.0008851618914511996	149.49889274152045	0.5007824274865628	True
ENSMUSG00000037428	1.29483637825341e-143	1.32356941407561e-140	1.75043076387156	16683.7522086158	21	0.0009317493594223154	142.88778510765317	0.5227727439102465	True
ENSMUSG00000046731	2.89933829090106e-141	2.82896344329465e-138	1.58314741232903	1157.2547643915	22	0.0009783368273934311	140.5377011087912	0.5305597267290094	True
ENSMUSG00000056749	4.12964438082553e-141	3.8542150556000296e-138	1.92776649164058	929.498103792387	23	0.001024924295364547	140.38408734546098	0.5310251825672027	True
ENSMUSG00000025473	2.6484937925456202e-139	2.3688569896160102e-136	2.49920151170569	1048.38171593927	24	0.0010715117633356627	138.5770010406126	0.5370021830776257	True
ENSMUSG00000014599	2.2829341645085998e-136	1.96021859101366e-133	2.20076236473037	3174.22723421352	25	0.0011180992313067784	135.64150661255835	0.5467405232071788	True
ENSMUSG00000022895	7.63081548223123e-134	6.30011865929137e-131	1.115272113037	2049.89222855337	26	0.0011646866992778943	133.11742904782383	0.5551074813729207	True
ENSMUSG00000019876	2.87426624554574e-133	2.2851481195142498e-130	1.27026388604818	3057.61380875515	27	0.00121127416724901	132.5414730052986	0.5569807370265358	True
ENSMUSG00000033902	4.12676362144736e-133	3.16375385349961e-130	1.81878305346207	1460.65785989145	28	0.0012578616352201257	132.38439040653842	0.5574577555855804	True
ENSMUSG00000046688	1.53583929047278e-132	1.1368388348030599e-129	1.75700496315873	3648.23954981493	29	0.0013044491031912416	131.81365422630478	0.5593136117944024	True
ENSMUSG00000015652	2.71808588178662e-130	1.94488105128105e-127	2.51170009765881	387.376097678084	30	0.0013510365711623573	129.56573682523532	0.5667600411696675	True
ENSMUSG00000031074	3.63617565824537e-128	2.5178756993514597e-125	7.34053327955246	419.275608392955	31	0.001397624039133473	127.43935514482192	0.5738013537154433	True
ENSMUSG00000032515	3.11248007872046e-127	2.08789054280667e-124	2.15549929108877	732.838162314317	32	0.001444211507104589	126.50689341956833	0.5768629550760015	True
ENSMUSG00000020427	5.36311009069697e-127	3.48862185475458e-124	3.01648451724021	3547.49401207581	33	0.0014907989750757046	126.27058328800962	0.577604063951229	True
ENSMUSG00000023905	1.6825476658497397e-126	1.06228141750384e-123	2.45326718152199	1035.38057915614	34	0.0015373864430468203	125.77403262355433	0.5792126364743666	True
ENSMUSG00000024143	2.48954726749055e-121	1.52687490411292e-118	1.4294961620391	13685.106165604	35	0.0015839739110179362	120.60387962363016	0.5963997973353083	True
ENSMUSG00000117324	4.67501276205798e-120	2.7876062208426804e-117	5.08153551898473	220.340043252387	36	0.001630561378989052	119.33021719923343	0.6005987280728617	True
ENSMUSG00000000078	1.34890854292778e-115	7.82585696823992e-113	1.19974749101104	7150.77758731966	37	0.0016771488469601676	114.87001749484126	0.6154193910299868	True
